status,event_id,change_kind,english_name,chinese_name,gazette_date,gazette_notice,notice_no
skipped_covered,,,HIU PO PATH,曉波徑,1991-09-20,3343,
skipped_covered,,,HIU TSUI STREET,曉翠街,1990-03-02,779,
skipped_covered,,,HIU TUNG ROAD,曉東路,2025-07-25,4611,
skipped_covered,,,HIU WAN ROAD,曉運路,1995-10-13,4259,
skipped_covered,,,HIU YUK PATH,曉育徑,1985-12-13,4099,
skipped_covered,,,HO CHAU ROAD,蠔洲路,2006-03-03,1463,
skipped_covered,,,HO CHOI LANE,浩財里,1990-03-02,776,
skipped_covered,,,HO CHUNG NORTH ROAD,蠔涌北路,2020-06-12,3236,
skipped_covered,,,HO CHUNG ROAD,蠔涌路,1990-12-21,4576,
skipped_covered,,,HO FAT LANE,浩發里,1990-03-02,776,
skipped_covered,,,HO FUK STREET,浩福街,1990-03-02,776,
skipped_covered,,,HO HING CIRCUIT,河興街,1993-12-10,4542,
skipped_covered,,,HO HOI STREET,浩海街,1990-03-02,776,
skipped_covered,,,HO KING STREET,好景街,1932-04-22,245,
skipped_covered,,,HO LEE STREET,好利街,1985-10-18,3454,
skipped_covered,,,HO LEK PUI STREET,河瀝背街,1984-06-15,1737,
skipped_covered,,,HO LEK PUI STREET,河瀝背街,1991-03-15,914,
skipped_covered,,,HO MAN TIN HILL ROAD,何文田山道,1930-09-12,571,
skipped_covered,,,HO MAN TIN HILL ROAD,何文田山道,1969-06-27,1255,
skipped_covered,,,HO MAN TIN HILL ROAD,何文田山道,1985-01-11,148,
skipped_covered,,,HO MAN TIN STREET,何文田街,1929-11-29,616,
skipped_covered,,,HO PONG STREET,河傍街,1975-08-01,1693,
skipped_covered,,,HO PONG STREET,河傍街,1989-06-09,1978,
skipped_covered,,,HO PUI STREET,河背街,1962-11-23,2378,
skipped_covered,,,HO PUI STREET,河背街,2004-12-17,8102,
skipped_covered,,,HO SHEUNG HEUNG PAI FUNG ROAD,河上鄉排峰路,1998-10-16,5020,
skipped_covered,,,HO SHEUNG HEUNG ROAD,河上鄉路,1998-10-16,5020,
skipped_covered,,,HO SHEUNG HEUNG ROAD,河上鄉路,2004-12-03,7836,
skipped_covered,,,HO SUEN STREET,浩船街,1990-03-02,776,
skipped_covered,,,HO TIN STREET,河田街,1977-05-27,1189,
skipped_covered,,,HO TUNG ROAD,何東道,1939-04-28,341,
skipped_covered,,,HO WAN STREET,浩運街,1990-03-02,776,
skipped_covered,,,HO WO STREET,浩和街,2020-11-06,6474,
skipped_covered,,,HO WONG STREET,河旺街,1990-05-04,1617,
skipped_covered,,,HO YAT STREET,浩逸街,2020-11-06,6474,
skipped_covered,,,HO YEUNG STREET,浩洋街,1990-03-02,776,
skipped_covered,,,HOI AN STREET,海晏街,1937-06-04,387,
skipped_covered,,,HOI AN STREET,海晏街,1973-12-21,3305,
skipped_covered,,,HOI BUN ROAD,海濱道,1957-02-22,264,
skipped_covered,,,HOI BUN ROAD,海濱道,1976-12-24,2874,
skipped_covered,,,HOI BUN ROAD,海濱道,1979-11-09,2898,
skipped_covered,,,HOI CHAK STREET,海澤街,1985-05-31,1769,
skipped_covered,,,HOI CHAK STREET,海澤街,1993-08-27,3111,
skipped_covered,,,HOI CHING STREET,海澄街,1971-03-26,657,
skipped_covered,,,HOI CHU ROAD,海珠路,1990-11-30,4334,
skipped_covered,,,HOI CHU ROAD,海珠路,1991-07-19,2513,
skipped_covered,,,HOI FAI ROAD,海輝道,1998-07-03,3231,
skipped_covered,,,HOI FAN ROAD,海帆道,1998-07-03,3231,
skipped_covered,,,HOI FAN ROAD,海帆道,1999-05-21,2791,
skipped_covered,,,HOI FOO STREET,海富街,1937-06-04,387,
skipped_covered,,,HOI FUNG PATH,海風徑,1978-07-21,1852,
skipped_covered,,,HOI FUNG PATH,海風徑,1980-05-02,1356,
skipped_covered,,,HOI HA ROAD,海下路,1980-12-24,4050,
skipped_covered,,,HOI HING ROAD,海興路,1986-08-15,2821,
skipped_covered,,,HOI HONG STREET,海康街,1962-11-09,2286,
skipped_covered,,,HOI KING STREET,海景街,1954-12-24,1562,
skipped_covered,,,HOI KING STREET,海景街,1973-10-26,2810,
skipped_covered,,,HOI KOK STREET,海角街,1986-01-24,328,
skipped_covered,,,HOI KWAI ROAD,海貴路,1990-07-06,2396,
skipped_covered,,,HOI KWAI ROAD,海貴路,2019-03-01,1654,
skipped_covered,,,HOI KWONG STREET,海光街,1960-11-04,1673,
skipped_covered,,,HOI LAI STREET,海麗街,2004-12-10,7970,
skipped_covered,,,HOI LEE STREET,海利街,1968-04-04,690,
skipped_covered,,,HOI LONG PATH,海浪徑,2009-12-18,7996,
skipped_covered,,,HOI NING STREET,海寧街,1937-06-04,387,
skipped_covered,,,HOI ON ROAD,海安路,1994-08-12,3052,
skipped_covered,,,HOI PA STREET,海壩街,1962-11-23,2378,
skipped_covered,,,HOI PING ROAD,開平道,1936-01-10,35,
skipped_covered,,,HOI PO ROAD,海寶路,2001-09-21,5852,
skipped_covered,,,HOI SHA PATH,海沙徑,2019-10-25,6636,
skipped_covered,,,HOI SHIN LANE,海善里,2022-12-09,7138,
skipped_covered,,,HOI SHING ROAD,海盛路,1986-01-24,328,
skipped_covered,,,HOI SHING ROAD,海盛路,2004-08-13,5282,
skipped_covered,,,HOI TAI STREET,海堤街,1960-11-04,1673,
skipped_covered,,,HOI TAI STREET,海堤街,1960-12-02,1863,
skipped_covered,,,HOI TAI STREET,海堤街,2010-12-24,8237,
skipped_covered,,,HOI TAK STREET,海德街,1986-01-24,328,
skipped_covered,,,HOI TAT STREET,海達街,2022-09-02,4919,
skipped_covered,,,HOI TING ROAD,海庭道,1998-05-29,2633,
skipped_covered,,,HOI WAH ROAD,海華路,1994-10-14,3891,
skipped_covered,,,HOI WAN STREET,海灣街,1960-11-04,1673,
skipped_covered,,,HOI WANG ROAD,海泓道,1998-05-29,2633,
skipped_covered,,,HOI WING ROAD,海榮路,1992-05-29,1862,
skipped_covered,,,HOI WING ROAD,海榮路,1994-10-14,3894,
skipped_covered,,,HOI WONG ROAD,海皇路,1990-11-30,4334,
skipped_covered,,,HOI WONG ROAD,海皇路,1991-07-19,2514,
skipped_covered,,,HOI YING ROAD,海映路,2023-02-03,839,
skipped_covered,,,HOI YU STREET,海裕街,1984-11-30,3529,
skipped_covered,,,HOI YUEN ROAD,開源道,1957-02-22,264,
skipped_covered,,,HOI YUEN ROAD,開源道,2026-02-13,996,
skipped_covered,,,HOK CHEUNG STREET,鶴翔街,1990-03-30,1165,
skipped_covered,,,HOK LAM LANE,學林里,1998-04-24,1960,
skipped_covered,,,HOK LING STREET,鶴齡街,1959-04-17,548,
skipped_covered,,,HOK LOO LANE,學佬巷,1984-01-20,204,
skipped_covered,,,HOK TAU ROAD,鶴藪道,1972-10-06,2529,
skipped_covered,,,HOK YU LANE,學餘里,1963-12-20,2488,
skipped_covered,,,HOK YUEN LANE,鶴園里,2001-01-19,361,
skipped_covered,,,HOK YUEN STREET,鶴園街,1926-06-25,342,
skipped_covered,,,HOK YUEN STREET,鶴園街,1974-06-21,1570,
skipped_covered,,,HOK YUEN STREET EAST,鶴園東街,1981-05-01,1299,
skipped_covered,,,HOLLY ROAD,冬青道,1940-02-07,154,
skipped_covered,,,HOLLYWOOD ROAD,荷李活道,1887-09-03,356,
skipped_covered,,,HOLY CROSS PATH,聖十字徑,1937-06-04,387,
skipped_covered,,,HOMESTEAD ROAD,堪仕達道,1939-12-15,1178,
skipped_covered,,,HONG CHAI STREET,巷仔街,1998-02-27,995,
skipped_covered,,,HONG CHEUNG STREET,康祥街,1980-03-14,787,
skipped_covered,,,HONG CHONG ROAD,康莊道,1973-03-16,706,
skipped_covered,,,HONG CHONG ROAD,康莊道,1978-03-23,727,
skipped_covered,,,HONG CHONG ROAD,康莊道,1999-07-30,4363,
skipped_covered,,,HONG CHONG ROAD,康莊道,2018-10-05,7463,
skipped_covered,,,HONG FAI ROAD,康輝路,1993-02-12,479,
skipped_covered,,,HONG FU ROAD,康富路,1990-09-28,3488,
skipped_covered,,,HONG KEUNG STREET,康強街,1961-09-08,1577,
skipped_covered,,,HONG KIN ROAD,康健路,1985-08-16,2681,
skipped_covered,,,HONG KIN ROAD,康健路,1987-02-13,510,
skipped_covered,,,HONG KING STREET,康景街,1981-12-18,3742,
skipped_covered,,,HONG KONG-ZHUHAI-MACAO BRIDGE HONG KONG LINK ROAD,港珠澳大橋香港連接路,2017-03-10,1273,
skipped_covered,,,HONG LEE ROAD,康利道,1967-02-24,428,
skipped_covered,,,HONG LOK ROAD EAST,康樂東路,1985-11-29,3944,
skipped_covered,,,HONG LOK ROAD WEST,康樂西路,1985-11-29,3944,
skipped_covered,,,HONG LOK YUEN EIGHTEENTH STREET,康樂園第十八街,1992-05-29,1863,
skipped_covered,,,HONG LOK YUEN EIGHTEENTH STREET,康樂園第十八街,1993-05-28,1822,
skipped_covered,,,HONG LOK YUEN EIGHTH STREET,康樂園第八街,1993-05-28,1822,
skipped_covered,,,HONG LOK YUEN ELEVENTH STREET,康樂園第十一街,1985-11-29,3944,
skipped_covered,,,HONG LOK YUEN ELEVENTH STREET,康樂園第十一街,1992-05-29,1863,
skipped_covered,,,HONG LOK YUEN FIFTEENTH STREET,康樂園第十五街,1985-11-29,3944,
skipped_covered,,,HONG LOK YUEN FIFTH STREET,康樂園第五街,1985-11-29,3944,
skipped_covered,,,HONG LOK YUEN FIRST STREET,康樂園第一街,1985-11-29,3944,
skipped_covered,,,HONG LOK YUEN FOURTEENTH STREET,康樂園第十四街,1985-11-29,3944,
skipped_covered,,,HONG LOK YUEN FOURTH STREET,康樂園第四街,1985-11-29,3944,
skipped_covered,,,HONG LOK YUEN NINETEENTH STREET,康樂園第十九街,1993-05-28,1822,
skipped_covered,,,HONG LOK YUEN NINTH STREET,康樂園第九街,1985-11-29,3944,
skipped_covered,,,HONG LOK YUEN ROAD,康樂園路,1987-02-06,417,
skipped_covered,,,HONG LOK YUEN SECOND STREET,康樂園第二街,1985-11-29,3944,
skipped_covered,,,HONG LOK YUEN SEVENTEENTH STREET,康樂園第十七街,1993-05-28,1822,
skipped_covered,,,HONG LOK YUEN SEVENTH STREET,康樂園第七街,1985-11-29,3944,
skipped_covered,,,HONG LOK YUEN SIXTEENTH STREET,康樂園第十六街,1985-11-29,3944,
skipped_covered,,,HONG LOK YUEN SIXTH STREET,康樂園第六街,1985-11-29,3944,
skipped_covered,,,HONG LOK YUEN TENTH STREET,康樂園第十街,1985-11-29,3944,
skipped_covered,,,HONG LOK YUEN THIRD STREET,康樂園第三街,1985-11-29,3944,
skipped_covered,,,HONG LOK YUEN TOWN CENTRE CRESCENT,康樂園市中心徑,1985-11-29,3944,
skipped_covered,,,HONG LOK YUEN TWELFTH STREET,康樂園第十二街,1985-11-29,3944,
skipped_covered,,,HONG LOK YUEN TWENTIETH STREET,康樂園第二十街,1985-11-29,3944,
skipped_covered,,,HONG LOK YUEN TWENTIETH STREET,康樂園第二十街,1993-05-28,1822,
skipped_covered,,,HONG LOK YUEN TWENTY-EIGHTH STREET,康樂園第二十八街,1993-05-28,1822,
skipped_covered,,,HONG LOK YUEN TWENTY-FIFTH STREET,康樂園第二十五街,1993-05-28,1822,
skipped_covered,,,HONG LOK YUEN TWENTY-FIRST STREET,康樂園第二十一街,1993-05-28,1822,
skipped_covered,,,HONG LOK YUEN TWENTY-FOURTH STREET,康樂園第二十四街,1993-05-28,1822,
skipped_covered,,,HONG LOK YUEN TWENTY-SECOND STREET,康樂園第二十二街,1993-05-28,1822,
skipped_covered,,,HONG LOK YUEN TWENTY-SEVENTH STREET,康樂園第二十七街,1993-05-28,1822,
skipped_covered,,,HONG LOK YUEN TWENTY-SIXTH STREET,康樂園第二十六街,1993-05-28,1822,
skipped_covered,,,HONG LOK YUEN TWENTY-THIRD STREET,康樂園第二十三街,1993-05-28,1822,
skipped_covered,,,HONG MAN STREET,康民街,1968-10-04,2023,
skipped_covered,,,HONG NIN PATH,康年徑,1985-08-16,2681,
skipped_covered,,,HONG NING ROAD,康寧道,1957-02-22,264,
skipped_covered,,,HONG ON STREET,康安街,1985-05-31,1767,
skipped_covered,,,HONG PAK PATH,康柏徑,1989-05-19,1736,
skipped_covered,,,HONG PING STREET,康平街,1977-04-15,858,
skipped_covered,,,HONG PO ROAD,康寶路,1993-02-12,479,
skipped_covered,,,HONG SHING STREET,康盛街,1985-05-31,1767,
skipped_covered,,,HONG TAI PATH,康泰徑,1978-03-23,727,
skipped_covered,,,HONG TAK ROAD,康德道,1976-08-06,1712,
skipped_covered,,,HONG TAT PATH,康達徑,1978-03-23,727,
skipped_covered,,,HONG TING PATH,康定徑,1985-08-16,2681,
skipped_covered,,,HONG TING ROAD,康定路,1985-08-16,2681,
skipped_covered,,,HONG TSUEN ROAD,康村路,1985-08-16,2681,
skipped_covered,,,HONG WAN PATH,康運徑,1997-12-05,2959,
skipped_covered,,,HONG WING PATH,康榮徑,1978-03-23,727,
skipped_covered,,,HONG WING PATH,康榮徑,1998-11-13,5528,
skipped_covered,,,HONG YIP STREET,康業街,1984-01-27,286,
skipped_covered,,,HONG YIP STREET,康業街,2002-07-26,4596,
skipped_covered,,,HONG YUE STREET,康愉街,1985-05-31,1767,
skipped_covered,,,HONITON ROAD,漢寧頓道,1965-04-02,837,
skipped_covered,,,HOP CHOI STREET,合財街,1981-12-18,3742,
skipped_covered,,,HOP KWAN STREET,合群街,1965-11-12,2673,
skipped_covered,,,HOP YAT ROAD,合一道,1957-07-26,1050,
skipped_covered,,,HOP YICK ROAD,合益路,1974-05-31,1378,
skipped_covered,,,HORIZON DRIVE,海天徑,1974-07-26,1905,
skipped_covered,,,HORNSEY ROAD,香雪道,1967-10-27,2312,
skipped_covered,,,HORSE SHOE LANE,馬蹄徑,1970-01-23,225,
skipped_covered,,,HOSPITAL PATH,醫院徑,1935-04-12,302,
skipped_covered,,,HOUSTON STREET,厚誠街,1966-09-30,2530,
skipped_covered,,,HOW MING LANE,巧明里,1957-02-22,264,
skipped_covered,,,HOW MING STREET,巧明街,1957-02-22,264,
skipped_covered,,,HUMBERT STREET,恆柏道,2005-06-30,3128,
skipped_covered,,,HUNG CHEUNG ROAD,洪祥路,1975-08-01,1693,
skipped_covered,,,HUNG CHI ROAD,洪志路,2002-08-02,4779,
skipped_covered,,,HUNG FA HOM ROAD,紅花磡路,2002-02-08,900,
skipped_covered,,,HUNG FOOK STREET,鴻福街,1957-07-26,1050,
skipped_covered,,,HUNG HING ROAD,鴻興道,1974-05-31,1382,
skipped_covered,,,HUNG HING ROAD,鴻興道,1987-01-09,122,
skipped_covered,,,HUNG HING ROAD,鴻興道,2023-06-23,3741,
skipped_covered,,,HUNG HOM BYPASS,紅磡繞道,2019-03-01,1656,
skipped_covered,,,HUNG HOM ROAD,紅磡道,1987-11-13,3824,
skipped_covered,,,HUNG HOM SOUTH ROAD,紅磡南道,1989-08-18,2830,
skipped_covered,,,HUNG HOM SOUTH ROAD,紅磡南道,2019-03-01,1655,
skipped_covered,,,HUNG HOM WAN STREET,紅磡灣街,1980-05-23,1581,
skipped_covered,,,HUNG KEI ROAD,洪基路,2002-08-02,4779,
skipped_covered,,,HUNG KIU LANE,紅橋里,1992-12-04,4337,
skipped_covered,,,HUNG KWONG STREET,鴻光街,1958-10-31,1478,
skipped_covered,,,HUNG LAI ROAD,紅荔道,1999-03-26,1723,
skipped_covered,,,HUNG LAI ROAD,紅荔道,2019-03-01,1655,
skipped_covered,,,HUNG LAM DRIVE,紅林路,2001-06-08,3523,
skipped_covered,,,HUNG LENG NORTH ROAD,孔嶺北路,2019-04-26,2871,
skipped_covered,,,HUNG LEONG ROAD,洪亮路,2002-08-02,4779,
skipped_covered,,,HUNG LING STREET,紅菱街,1999-03-26,1723,
skipped_covered,,,HUNG LOK ROAD,紅樂道,1999-03-26,1723,
skipped_covered,,,HUNG LUEN ROAD,紅鸞道,1999-03-26,1723,
skipped_covered,,,HUNG MIN COURT,紅棉圍,1977-12-02,2944,
skipped_covered,,,HUNG MUI AVENUE,紅梅路,1970-03-06,536,
skipped_covered,,,HUNG MUI KUK ROAD,紅梅谷路,1982-03-05,754,
skipped_covered,,,HUNG MUI KUK ROAD,紅梅谷路,1983-12-23,3977,
skipped_covered,,,HUNG NGA ROAD,洪雅路,2002-08-02,4779,
skipped_covered,,,HUNG ON LANE,洪安里,2002-08-02,4779,
skipped_covered,,,HUNG PAK ROAD,洪柏路,2019-09-27,6068,
skipped_covered,,,HUNG PING ROAD,洪平路,2002-08-02,4779,
skipped_covered,,,HUNG SHING STREET,洪聖街,1932-04-22,245,
skipped_covered,,,HUNG SHING STREET,洪聖街,1932-04-29,255,
skipped_covered,,,HUNG SHUI KIU MAIN STREET,洪水橋大街,1982-03-05,755,
skipped_covered,,,HUNG SHUI KIU MAIN STREET,洪水橋大街,1993-12-10,4541,
skipped_covered,,,HUNG SHUI KIU TIN SAM ROAD,洪水橋田心路,2002-08-02,4779,
skipped_covered,,,HUNG SHUN ROAD,洪順路,1995-12-29,5379,
skipped_covered,,,HUNG TAI ROAD,洪堤路,1994-04-15,1352,
skipped_covered,,,HUNG TAI ROAD,洪堤路,2002-08-02,4779,
skipped_covered,,,HUNG TAK ROAD,洪德路,1999-09-17,5410,
skipped_covered,,,HUNG TIN ROAD,洪天路,1990-03-02,775,
skipped_covered,,,HUNG TIN ROAD,洪天路,1995-10-06,4150,
skipped_covered,,,HUNG TO ROAD,鴻圖道,1957-02-22,264,
skipped_covered,,,HUNG WAN STREET,鴻運街,1959-04-17,548,
skipped_covered,,,HUNG YIP STREET,鴻業街,1976-12-24,2874,
skipped_covered,,,HUNG YU ROAD,洪儒路,2002-08-02,4779,
skipped_covered,,,HUNG YUEN ROAD,洪元路,2002-08-02,4779,
skipped_covered,,,HYSAN AVENUE,希慎道,1934-04-27,332,
skipped_covered,,,ICHANG STREET,宜昌街,1935-04-26,334,
skipped_covered,,,INFORMATION CRESCENT,資訊道,2001-11-09,7009,
skipped_covered,,,INNOVATION AND TECHNOLOGY PARK ROAD,創科園路,2025-02-28,1271,
skipped_covered,,,INSPIRATION DRIVE,迪欣路,2004-12-17,8104,
skipped_covered,,,INVERNESS ROAD,延文禮士道,1950-07-21,868,
skipped_covered,,,INVERNESS ROAD,延文禮士道,2004-07-09,4430,
skipped_covered,,,ISLAND EASTERN CORRIDOR,東區走廊,1984-08-24,2562,
skipped_covered,,,ISLAND HOUSE LANE,元洲仔里,1985-11-08,3722,
skipped_covered,,,ISLAND ROAD,香島道,1932-10-07,635,
skipped_covered,,,ISLAND ROAD,香島道,1949-12-09,1190,
skipped_covered,,,ISLAND ROAD,香島道,1962-09-28,2015,
skipped_covered,,,IVY STREET,埃華街,1974-04-26,1078,
skipped_covered,,,JADE LANE,翡翠里,1983-01-28,324,
skipped_covered,,,JAFFE ROAD,謝斐道,1931-10-30,694,
skipped_covered,,,JAFFE ROAD,謝斐道,1953-07-24,912,
skipped_covered,,,JAFFE ROAD,謝斐道,1961-07-07,1136,
skipped_covered,,,JARDINE'S CRESCENT,渣甸坊,1950-06-09,712,
skipped_covered,,,JAT MIN CHUEN STREET,乙明邨街,1982-03-12,827,
skipped_covered,,,JAT'S INCLINE,扎山道,1982-01-15,126,
skipped_covered,,,JAVA ROAD,渣華道,1933-07-28,511,
skipped_covered,,,JAVA ROAD,渣華道,1954-06-04,673,
skipped_covered,,,JAVA ROAD,渣華道,1959-11-20,1608,
skipped_covered,,,JERVOIS STREET,蘇杭街,1978-08-04,1958,
skipped_covered,,,JOCKEY CLUB ROAD,馬會道,1958-06-06,770,
skipped_covered,,,JOCKEY CLUB ROAD,馬會道,1972-09-15,2306,
skipped_covered,,,JOCKEY CLUB ROAD,馬會道,1992-03-06,835,
skipped_covered,,,JOHNSTON ROAD,莊士敦道,1929-06-14,312,
skipped_covered,,,JOINT STREET,聯接街,1977-11-25,2859,
skipped_covered,,,JONES STREET,重士街,1915-10-22,475,
skipped_covered,,,JORDAN PATH,佐敦里,1960-03-18,468,
skipped_covered,,,JORDAN ROAD,佐敦道,1909-03-19,184,
skipped_covered,,,JORDAN ROAD,佐敦道,1909-05-28,323,
skipped_covered,,,JORDAN ROAD,佐敦道,1998-05-22,2488,
skipped_covered,,,JORDAN VALLEY NORTH ROAD,佐敦谷北道,1966-06-24,1628,
skipped_covered,,,JORDAN VALLEY NORTH ROAD,佐敦谷北道,2006-09-15,5892,
skipped_covered,,,JULIA AVENUE,棗梨雅道,1925-10-09,575,
skipped_covered,,,JUNCTION ROAD,聯合道,1933-05-12,340,
skipped_covered,,,JUNCTION ROAD,聯合道,1963-10-11,2014,
skipped_covered,,,JUPITER STREET,木星街,1952-08-15,972,
skipped_covered,,,JUSTICE DRIVE,正義道,1986-07-11,2359,
skipped_covered,,,KA CHOI LANE,嘉才里,1993-02-12,479,
skipped_covered,,,KA FU CLOSE,嘉富坊,1995-01-13,153,
skipped_covered,,,KA FUK LANE,嘉福里,1993-02-12,479,
skipped_covered,,,KA HING ROAD,嘉慶路,1970-03-06,535,
skipped_covered,,,KA HONG LANE,嘉康里,2015-06-12,4273,
skipped_covered,,,KA KIN LANE,嘉健里,2015-06-12,4273,
skipped_covered,,,KA KING LANE,嘉敬里,2013-11-01,6570,
skipped_covered,,,KA LOK STREET,嘉樂街,1964-04-03,818,
skipped_covered,,,KA LUNG ROAD,嘉龍路,1993-12-03,4433,
skipped_covered,,,KA NING PATH,嘉寧徑,1963-10-25,2106,
skipped_covered,,,KA ON STREET,嘉安街,1983-03-18,874,
skipped_covered,,,KA SHIN STREET,嘉善街,1958-01-24,125,
skipped_covered,,,KA SHIN STREET,嘉善街,1973-03-16,705,
skipped_covered,,,KA SHUE ROAD,嘉澍路,1992-04-10,1271,
skipped_covered,,,KA SIU CLOSE,嘉兆里,1995-01-13,154,
skipped_covered,,,KA SIU CLOSE,嘉兆里,2001-09-21,5855,
skipped_covered,,,KA TING ROAD,嘉定路,1970-03-06,535,
skipped_covered,,,KA WAI MAN ROAD,加惠民道,1958-09-19,1285,
skipped_covered,,,KA WING STREET,嘉榮街,1979-11-09,2899,
skipped_covered,,,KA WO LI HILL ROAD,嘉和里山路,1993-02-12,479,
skipped_covered,,,KA WO STREET,嘉禾街,1956-07-06,849,
skipped_covered,,,KA YAN STREET,嘉恩街,2007-11-30,7886,
skipped_covered,,,KA YIP STREET,嘉業街,1982-03-05,753,
skipped_covered,,,KA YIP STREET,嘉業街,1983-05-13,1519,
skipped_covered,,,KA YIP STREET,嘉業街,1986-12-24,4421,
skipped_covered,,,KADOORIE AVENUE,嘉道理道,1936-11-06,885,
skipped_covered,,,KADOORIE AVENUE,嘉道理道,1948-10-29,998,
skipped_covered,,,KADOORIE AVENUE,嘉道理道,1969-10-10,2004,
skipped_covered,,,KAI CHEUNG ROAD,啟祥道,1983-07-15,2233,
skipped_covered,,,KAI CHI CLOSE,啟志街,1970-03-06,535,
skipped_covered,,,KAI CHIU ROAD,啟超道,1953-05-22,667,
skipped_covered,,,KAI FAT PATH,啟發徑,1975-08-01,1693,
skipped_covered,,,KAI FUK ROAD,啟福道,1983-07-15,2233,
skipped_covered,,,KAI HAM ROAD,界咸路,1990-12-21,4576,
skipped_covered,,,KAI HING ROAD,啟興道,1984-04-19,1193,
skipped_covered,,,KAI HONG CLOSE,啟康街,1970-03-06,535,
skipped_covered,,,KAI KING ROAD,佳景路,1999-11-05,6831,
skipped_covered,,,KAI LAI ROAD,啟禮道,1985-12-13,4098,
skipped_covered,,,KAI LIM ROAD,佳廉道,1966-11-04,2806,
skipped_covered,,,KAI LOK STREET,啟樂街,1983-07-15,2233,
skipped_covered,,,KAI MAN PATH,啟民徑,1979-03-02,588,
skipped_covered,,,KAI MING STREET,啟明街,1957-07-26,1050,
skipped_covered,,,KAI PAK LING ROAD,雞伯嶺路,2011-11-11,7461,
skipped_covered,,,KAI SAN ROAD,啟新道,2017-08-04,5710,
skipped_covered,,,KAI SHING STREET,啟成街,1983-07-15,2233,
skipped_covered,,,KAI SHUN ROAD,啟信道,1985-12-13,4098,
skipped_covered,,,KAI TAI LANE,啟泰里,1990-07-20,2575,
skipped_covered,,,KAI TAK BRIDGE ROAD,啟德橋道,2021-06-25,3897,
skipped_covered,,,KAI TAK INTERCHANGE,啟德交匯處,2025-11-21,7381,
skipped_covered,,,KAI TAK ROAD,啟德道,1954-05-14,572,
skipped_covered,,,KAI TIN ROAD,啟田道,1967-01-13,88,
skipped_covered,,,KAI WAH STREET,啟華街,1985-12-13,4098,
skipped_covered,,,KAI WO ROAD,啟和路,2000-06-23,3981,
skipped_covered,,,KAI YAN STREET,啟仁街,1985-12-13,4098,
skipped_covered,,,KAI YIP ROAD,啟業道,1981-12-11,3683,
skipped_covered,,,KAI YUEN STREET,繼園街,1958-09-05,1221,
skipped_covered,,,KAI YUNG LANE,啟融里,2017-03-03,1160,
skipped_covered,,,KAK HANG TUN ROAD,隔坑墩路,1991-07-05,2294,
skipped_covered,,,KAK TIN STREET,隔田街,1985-07-26,2430,
skipped_covered,,,KAM CHEUNG SQUARE,金祥坊,1983-06-03,1752,
skipped_covered,,,KAM CHI PATH,金池徑,1983-04-22,1265,
skipped_covered,,,KAM CHUI ROAD,金翠路,2001-12-07,7638,
skipped_covered,,,KAM CHUK LANE,金竹里,1986-01-24,327,
skipped_covered,,,KAM FAI PATH,金輝徑,1983-06-03,1752,
skipped_covered,,,KAM FONG STREET,甘芳街,1957-06-21,887,
skipped_covered,,,KAM FUNG STREET,金鳳街,1968-04-11,726,
skipped_covered,,,KAM HANG ROAD,金坑路,1995-02-10,448,
skipped_covered,,,KAM HING ROAD,錦慶路,2007-02-02,946,
skipped_covered,,,KAM HO ROAD,錦河路,2002-07-26,4593,
skipped_covered,,,KAM HONG STREET,琴行街,1937-09-24,682,
skipped_covered,,,KAM KA STREET,金嘉街,1997-06-13,2961,
skipped_covered,,,KAM KONG ROAD,錦江路,2017-01-20,330,
skipped_covered,,,KAM LAM STREET,甘霖街,1965-09-17,2233,
skipped_covered,,,KAM PING STREET,錦屏街,1961-06-16,1002,
skipped_covered,,,KAM PO ROAD,錦莆路,2002-07-26,4593,
skipped_covered,,,KAM POK ROAD,錦壆路,1996-01-05,80,
skipped_covered,,,KAM POK ROAD,錦壆路,1999-09-17,5409,
skipped_covered,,,KAM POK ROAD EAST,錦壆路東,2013-05-10,2719,
skipped_covered,,,KAM POK ROAD WEST,錦壆路西,2013-05-10,2719,
skipped_covered,,,KAM SHAN ROAD,錦山路,1985-03-22,913,
skipped_covered,,,KAM SHEK ROAD,錦石路,2002-07-26,4593,
skipped_covered,,,KAM SHEUNG ROAD,錦上路,1982-03-05,755,
skipped_covered,,,KAM SHING ROAD,金城道,1969-09-26,1915,
skipped_covered,,,KAM SHING ROAD,金城道,1978-05-12,1187,
skipped_covered,,,KAM SHUE ROAD,甘澍路,1992-04-10,1271,
skipped_covered,,,KAM SHUI NORTH ROAD,金水北路,2003-05-30,3666,
skipped_covered,,,KAM SHUI ROAD,金水路,2003-05-30,3666,
skipped_covered,,,KAM SHUI SOUTH ROAD,金水南路,2003-05-30,3666,
skipped_covered,,,KAM TAI ROAD,錦泰路,1999-09-17,5409,
skipped_covered,,,KAM TAI ROAD,錦泰路,2002-07-26,4593,
skipped_covered,,,KAM TAI ROAD,錦泰路,2004-11-12,7273,
skipped_covered,,,KAM TIN BYPASS,錦田繞道,2004-12-31,8428,
skipped_covered,,,KAM TIN ROAD,錦田公路,1978-09-29,2481,
skipped_covered,,,KAM TIN SHI STREET,錦田市街,2007-02-02,946,
skipped_covered,,,KAM TSIN PATH,金錢徑,2000-07-21,4742,
skipped_covered,,,KAM TSIN ROAD,金錢路,1977-05-20,1134,
