risk,naming_year,naming_date,street_code,english_name,chinese_name,driving_notice,driving_type,driving_event_id,reason
"high","2021","2021-06-25","","","承富里","G.N.3897","declaration","2021-06-25|GN3897|1","eGazette PDF parse may be wrong (check notice body)"
"high","2021","2021-06-25","","","承裕里","G.N.3897","declaration","2021-06-25|GN3897|2","eGazette PDF parse may be wrong (check notice body)"
"high","2021","2021-06-25","","","承景街","G.N.3897","declaration","2021-06-25|GN3897|3","eGazette PDF parse may be wrong (check notice body)"
"high","2021","2021-06-25","","Cheung Yip Street","祥業街","G.N.3898","replace_description","2021-06-25|GN3898|0","canonical date from 取代街道說明 (likely needs Previous G.N.)"
"high","2021","2021-09-17","","Cul T U Ra Ld R Iv E","文化道","G.N.5801","declaration","2021-09-17|GN5801|0","eGazette PDF parse may be wrong (check notice body)"
"high","2021","2021-09-24","","Fi R S T Sky Street","航天城第一街","G.N.6003","declaration","2021-09-24|GN6003|0","eGazette PDF parse may be wrong (check notice body)"
"high","2021","2021-12-03","","Fu Te I R O A D G.n. 502 Dated 8 February 1991","","G.N.7634","declaration","2021-12-03|GN7634|0","eGazette PDF parse may be wrong (check notice body)"
"high","2021","2021-12-03","","Fu Tei Road","富地路","G.N.7634","replace_description","2021-12-03|GN7634|0","canonical date from 取代街道說明 (likely needs Previous G.N.)"
"high","2021","2021-10-22","","On Pik Road","安碧道","G.N.6649","notice_intention_change","2021-10-22|GN6649|0","canonical date from notice_intention_change"
"high","2021","2021-09-24","","S E Cond Sky Street","航天城第二街","G.N.6003","declaration","2021-09-24|GN6003|1","eGazette PDF parse may be wrong (check notice body)"
"high","2021","2021-06-25","","Shing Cheong Road","承昌道","G.N.3898","replace_description","2021-06-25|GN3898|1","canonical date from 取代街道說明 (likely needs Previous G.N.)"
"high","2021","2021-09-24","","Sky Ci T Y R O A D Ea S T G.n. 5907 Dated 11 November 2005","","G.N.6004","declaration","2021-09-24|GN6004|0","eGazette PDF parse may be wrong (check notice body)"
"high","2021","2021-09-24","","Sky Ci T Y R O A D G.n. 5907 Dated 11 November 2005","","G.N.6004","declaration","2021-09-24|GN6004|1","eGazette PDF parse may be wrong (check notice body)"
"high","2021","2021-09-24","","Sky City Road","航天城路","G.N.6004","replace_description","2021-09-24|GN6004|1","canonical date from 取代街道說明 (likely needs Previous G.N.)"
"high","2021","2021-09-24","","Sky City Road East","航天城東路","G.N.6004","replace_description","2021-09-24|GN6004|0","canonical date from 取代街道說明 (likely needs Previous G.N.)"
"high","2021","2021-07-23","","Sung Wong Toi Road","宋皇臺道","G.N.4521","replace_description","2021-07-23|GN4521|1","canonical date from 取代街道說明 (likely needs Previous G.N.)"
"high","2021","2021-09-24","","T Hi R D Sky Street","航天城第三街","G.N.6003","declaration","2021-09-24|GN6003|2","eGazette PDF parse may be wrong (check notice body)"
"high","2021","2021-12-03","","T U E N Lok L A N E","屯樂里","G.N.7633","declaration","2021-12-03|GN7633|0","eGazette PDF parse may be wrong (check notice body)"
"high","2021","2021-10-08","","Yuen Long Pau Cheung Square","元朗炮仗坊","G.N.6314","replace_description","2021-10-08|GN6314|0","canonical date from 取代街道說明 (likely needs Previous G.N.)"
"high","2021","2021-10-08","","Yuen Long Pau Cheung Square G.n. 2944 Dated 2 December 1977","","G.N.6314","declaration","2021-10-08|GN6314|0","eGazette PDF parse may be wrong (check notice body)"
"high","2022","2022-12-30","","","柏壽路","G.N.7562","declaration","2022-12-30|GN7562|0","eGazette PDF parse may be wrong (check notice body)"
"high","2022","2022-12-30","","","鄉梓路","G.N.7562","declaration","2022-12-30|GN7562|1","eGazette PDF parse may be wrong (check notice body)"
"high","2022","2022-05-13","","Cheong Hing Road","暢興路","G.N.2362","replace_description","2022-05-13|GN2362|0","canonical date from 取代街道說明 (likely needs Previous G.N.)"
"high","2022","2022-05-13","","Cheong Tat Road","暢達路","G.N.2362","replace_description","2022-05-13|GN2362|1","canonical date from 取代街道說明 (likely needs Previous G.N.)"
"high","2022","2022-10-21","","Chi Li T P At H","誌烈徑","G.N.6005","declaration","2022-10-21|GN6005|0","eGazette PDF parse may be wrong (check notice body)"
"high","2022","2022-12-09","","Hoi Shin L A N E","海善里","G.N.7138","declaration","2022-12-09|GN7138|0","eGazette PDF parse may be wrong (check notice body)"
"high","2022","2022-11-25","","L Am T In In Ter Ch A Ng E","藍田交匯處","G.N.6835","declaration","2022-11-25|GN6835|0","eGazette PDF parse may be wrong (check notice body)"
"high","2022","2022-10-07","","T In Wo R O A D","田禾路","G.N.5717","declaration","2022-10-07|GN5717|0","eGazette PDF parse may be wrong (check notice body)"
"high","2022","2022-11-25","","T S E Ung L Am Highw A Y","將藍公路","G.N.6835","declaration","2022-11-25|GN6835|1","eGazette PDF parse may be wrong (check notice body)"
"high","2022","2022-11-25","","Wan O Road","環澳路","G.N.6836","replace_description","2022-11-25|GN6836|0","canonical date from 取代街道說明 (likely needs Previous G.N.)"
"high","2022","2022-11-25","","Wan O Road G.n. 935 Dated 14 February 2003","","G.N.6836","declaration","2022-11-25|GN6836|0","eGazette PDF parse may be wrong (check notice body)"
"high","2023","2023-02-17","","","香蓮路","G.N.1075","declaration","2023-02-17|GN1075|0","eGazette PDF parse may be wrong (check notice body)"
"high","2023","2023-02-17","","","蓮竹路","G.N.1075","declaration","2023-02-17|GN1075|1","eGazette PDF parse may be wrong (check notice body)"
"high","2023","2023-06-02","","Anderson Road","安達臣道","G.N.3377","replace_description","2023-06-02|GN3377|0","canonical date from 取代街道說明 (likely needs Previous G.N.)"
"high","2023","2023-05-05","","Chun T In Street G.n. 200 Dated 18 February 1955","","G.N.2752","declaration","2023-05-05|GN2752|0","eGazette PDF parse may be wrong (check notice body)"
"high","2023","2023-05-05","","Chun Tin Street","春田街","G.N.2752","replace_description","2023-05-05|GN2752|0","canonical date from 取代街道說明 (likely needs Previous G.N.)"
"high","2023","2023-03-10","","Fuk Shun Street","福順街","G.N.1533","replace_description","2023-03-10|GN1533|0","canonical date from 取代街道說明 (likely needs Previous G.N.)"
"high","2023","2023-02-03","","Hoi Ying R O A D","海映路","G.N.839","declaration","2023-02-03|GN839|0","eGazette PDF parse may be wrong (check notice body)"
"high","2023","2023-06-09","","Kwun Sh A P At H","觀沙徑","G.N.3522","declaration","2023-06-09|GN3522|0","eGazette PDF parse may be wrong (check notice body)"
"high","2023","2023-06-23","","Lung Tat P At H","龍達徑","G.N.3740","declaration","2023-06-23|GN3740|0","eGazette PDF parse may be wrong (check notice body)"
"high","2023","2023-05-19","","M Oon T In L A N E","滿田里","G.N.3075","declaration","2023-05-19|GN3075|0","eGazette PDF parse may be wrong (check notice body)"
"high","2023","2023-03-24","","Shing Fung R O A D G.n. 3235 Dated 12 June 2020","","G.N.1790","declaration","2023-03-24|GN1790|0","eGazette PDF parse may be wrong (check notice body)"
"high","2023","2023-05-12","","Shing Y A Us Treet","承佑街","G.N.2908","declaration","2023-05-12|GN2908|0","eGazette PDF parse may be wrong (check notice body)"
"high","2024","2024-08-16","","Chui Kw A Nd R Iv E G.n. 8354 Dated 30 December 1999","","G.N.4838","declaration","2024-08-16|GN4838|0","eGazette PDF parse may be wrong (check notice body)"
"high","2024","2024-06-14","","Chui Kwan Drive","翠群徑","G.N.3412","notice_intention_change","2024-06-14|GN3412|0","canonical date from notice_intention_change"
"high","2024","2024-03-08","","Lung T Ing L A N E","龍庭里","G.N.1335","declaration","2024-03-08|GN1335|0","eGazette PDF parse may be wrong (check notice body)"
"high","2024","2024-03-01","","Ma Fuk R O A D","馬福路","G.N.1176","declaration","2024-03-01|GN1176|1","eGazette PDF parse may be wrong (check notice body)"
"high","2024","2024-03-01","","Ma Ta K R O A D","馬得路","G.N.1176","declaration","2024-03-01|GN1176|0","eGazette PDF parse may be wrong (check notice body)"
"high","2024","2024-12-06","","Shing Cheong Road G.n. 3898 Dated 25 June 2021","","G.N.7370","declaration","2024-12-06|GN7370|0","eGazette PDF parse may be wrong (check notice body)"
"high","2024","2024-09-13","","Shing Fung L A N E","承豐里","G.N.5451","declaration","2024-09-13|GN5451|0","eGazette PDF parse may be wrong (check notice body)"
"high","2024","2024-08-23","","T Sz Lun R O A D","紫麟路","G.N.4962","declaration","2024-08-23|GN4962|0","eGazette PDF parse may be wrong (check notice body)"
"high","2024","2024-03-01","","Wo Lok L A N E","和樂里","G.N.1176","declaration","2024-03-01|GN1176|2","eGazette PDF parse may be wrong (check notice body)"
"high","2024","2024-09-06","","Wui T Ung Street","匯東街","G.N.5323","declaration","2024-09-06|GN5323|0","eGazette PDF parse may be wrong (check notice body)"
"high","2024","2024-06-21","","Y A U M Ong L A N E","油旺里","G.N.3555","declaration","2024-06-21|GN3555|0","eGazette PDF parse may be wrong (check notice body)"
"high","2025","2025-07-25","","","貴東路","G.N.4611","declaration","2025-07-25|GN4611|0","eGazette PDF parse may be wrong (check notice body)"
"high","2025","2025-07-25","","","朗東路","G.N.4611","declaration","2025-07-25|GN4611|1","eGazette PDF parse may be wrong (check notice body)"
"high","2025","2025-07-25","","","曉東路","G.N.4611","declaration","2025-07-25|GN4611|2","eGazette PDF parse may be wrong (check notice body)"
"high","2025","2025-07-25","","","錦東街","G.N.4611","declaration","2025-07-25|GN4611|3","eGazette PDF parse may be wrong (check notice body)"
"high","2025","2025-07-25","","","兆東街","G.N.4611","declaration","2025-07-25|GN4611|4","eGazette PDF parse may be wrong (check notice body)"
"high","2025","2025-07-25","","","孝東街","G.N.4611","declaration","2025-07-25|GN4611|5","eGazette PDF parse may be wrong (check notice body)"
"high","2025","2025-07-25","","","彩東里","G.N.4611","declaration","2025-07-25|GN4611|6","eGazette PDF parse may be wrong (check notice body)"
"high","2025","2025-07-25","","","善東里","G.N.4611","declaration","2025-07-25|GN4611|7","eGazette PDF parse may be wrong (check notice body)"
"high","2025","2025-07-25","","","仁東里","G.N.4611","declaration","2025-07-25|GN4611|8","eGazette PDF parse may be wrong (check notice body)"
"high","2025","2025-11-21","","","啟德交匯處","G.N.7381","declaration","2025-11-21|GN7381|0","eGazette PDF parse may be wrong (check notice body)"
"high","2025","2025-12-19","","Cultural Drive G.n. 5801 Dated 17 September 2021","","G.N.8147","declaration","2025-12-19|GN8147|0","eGazette PDF parse may be wrong (check notice body)"
"high","2025","2025-02-28","","Innov At Ion A Nd Te Chnology P Ar K R O A D","創科園路","G.N.1271","declaration","2025-02-28|GN1271|0","eGazette PDF parse may be wrong (check notice body)"
"high","2025","2025-02-28","","Re S Ear Ch R O A D","研發路","G.N.1271","declaration","2025-02-28|GN1271|1","eGazette PDF parse may be wrong (check notice body)"
"high","2025","2025-11-21","","Yau Ma Tei Interchange G.n. 1920 Dated 7 April 2017","","G.N.7382","declaration","2025-11-21|GN7382|0","eGazette PDF parse may be wrong (check notice body)"
"high","2025","2025-07-25","","Ying Hei Road","迎禧路","G.N.4610","replace_description","2025-07-25|GN4610|0","canonical date from 取代街道說明 (likely needs Previous G.N.)"
"high","2025","2025-07-25","","Ying Hei Road G.n. 8173 Dated 24 December 1999","","G.N.4610","declaration","2025-07-25|GN4610|0","eGazette PDF parse may be wrong (check notice body)"
"high","2026","2026-01-16","","","古洞北路","G.N.377","declaration","2026-01-16|GN377|0","eGazette PDF parse may be wrong (check notice body)"
"high","2026","2026-01-16","","","古雋街","G.N.377","declaration","2026-01-16|GN377|1","eGazette PDF parse may be wrong (check notice body)"
"high","2026","2026-03-27","","F A Nling Bypass","粉嶺繞道","G.N.1839","declaration","2026-03-27|GN1839|0","eGazette PDF parse may be wrong (check notice body)"
"high","2026","2026-03-27","","Fung L Am R O A D","鳳林路","G.N.1839","declaration","2026-03-27|GN1839|2","eGazette PDF parse may be wrong (check notice body)"
"high","2026","2026-03-27","","Fung Ling R O A D","鳳嶺路","G.N.1839","declaration","2026-03-27|GN1839|3","eGazette PDF parse may be wrong (check notice body)"
"high","2026","2026-03-27","","Sh E Ung Ho R O A D","上河路","G.N.1839","declaration","2026-03-27|GN1839|1","eGazette PDF parse may be wrong (check notice body)"
"review","2016","2016-01-22","","Ngau Tau Kok Fifth Street","牛頭角第五街","G.N.427","declaration_delete","2016-01-22|GN427|4","street deletion notice — may not be original naming year"
"review","2016","2016-01-22","","Ngau Tau Kok First Street","牛頭角第一街","G.N.427","declaration_delete","2016-01-22|GN427|0","street deletion notice — may not be original naming year"
"review","2016","2016-01-22","","Ngau Tau Kok Fourth Street","牛頭角第四街","G.N.427","declaration_delete","2016-01-22|GN427|3","street deletion notice — may not be original naming year"
"review","2016","2016-01-22","","Ngau Tau Kok Second Street","牛頭角第二街","G.N.427","declaration_delete","2016-01-22|GN427|1","street deletion notice — may not be original naming year"
"review","2016","2016-01-22","","Ngau Tau Kok Third Street","牛頭角第三街","G.N.427","declaration_delete","2016-01-22|GN427|2","street deletion notice — may not be original naming year"
"review","2016","2016-01-22","","Sau Lai Street","秀麗街","G.N.427","declaration_delete","2016-01-22|GN427|5","street deletion notice — may not be original naming year"
"review","2016","2016-01-22","","Sau Mau Path","秀茂徑","G.N.427","declaration_delete","2016-01-22|GN427|6","street deletion notice — may not be original naming year"
"review","2016","2016-01-22","","Sau Po Street","秀圃街","G.N.427","declaration_delete","2016-01-22|GN427|7","street deletion notice — may not be original naming year"
"review","2016","2016-01-22","","Tak Wo Street","德和街","G.N.427","declaration_delete","2016-01-22|GN427|8","street deletion notice — may not be original naming year"
"review","2017","2017-04-21","","Cargo Circuit","貨運道","G.N.2428","declaration_delete","2017-04-21|GN2428|0","street deletion notice — may not be original naming year"
"review","2017","2017-05-26","","Ching Road","青道","G.N.3555","declaration_delete","2017-05-26|GN3555|5","street deletion notice — may not be original naming year"
"review","2017","2017-05-26","","Fook Lai Road","復禮道","G.N.3555","declaration_delete","2017-05-26|GN3555|6","street deletion notice — may not be original naming year"
"review","2017","2017-05-26","","Fu Mei Street West","富美西街","G.N.3555","declaration_delete","2017-05-26|GN3555|7","street deletion notice — may not be original naming year"
"review","2017","2017-05-26","","Jordan Valley South Road","佐頓谷南道","G.N.3555","declaration_delete","2017-05-26|GN3555|1","street deletion notice — may not be original naming year"
"review","2017","2017-05-26","","Ko Long Road","高朗道","G.N.3555","declaration_delete","2017-05-26|GN3555|2","street deletion notice — may not be original naming year"
"review","2017","2017-05-26","","Lung Shan Road","龍山道","G.N.3555","declaration_delete","2017-05-26|GN3555|3","street deletion notice — may not be original naming year"
"review","2017","2017-05-26","","Ming Tak Street","明德街","G.N.3555","declaration_delete","2017-05-26|GN3555|8","street deletion notice — may not be original naming year"
"review","2017","2017-05-26","","On Fu Road","安富道","G.N.3555","declaration_delete","2017-05-26|GN3555|9","street deletion notice — may not be original naming year"
"review","2017","2017-05-26","","Sheung Tak Street","尚德街","G.N.3555","declaration_delete","2017-05-26|GN3555|10","street deletion notice — may not be original naming year"
"review","2017","2017-05-26","","Shing Shun Road","誠信路","G.N.3555","declaration_delete","2017-05-26|GN3555|4","street deletion notice — may not be original naming year"
"review","2017","2017-05-26","","Sunderland Road","新德鄰道","G.N.3555","declaration_delete","2017-05-26|GN3555|0","street deletion notice — may not be original naming year"
"review","2018","2018-03-29","","San Chuk Street","新竹街","G.N.2323","declaration_delete","2018-03-29|GN2323|0","street deletion notice — may not be original naming year"
"review","2019","2019-05-31","","Church Lane","教堂里","G.N.3586","declaration_delete","2019-05-31|GN3586|0","street deletion notice — may not be original naming year"
"review","2019","2019-05-31","","Harbour Parade","海港道","G.N.3586","declaration_delete","2019-05-31|GN3586|1","street deletion notice — may not be original naming year"
"review","2019","2019-05-31","","Nation Street","禮信街","G.N.3586","declaration_delete","2019-05-31|GN3586|2","street deletion notice — may not be original naming year"
"review","2019","2019-09-27","","Wan Fuk Street","環福街","G.N.6067","declaration_delete","2019-09-27|GN6067|0","street deletion notice — may not be original naming year"
"review","2019","2019-09-27","","Wan King Street","環景街","G.N.6067","declaration_delete","2019-09-27|GN6067|1","street deletion notice — may not be original naming year"
"review","2019","2019-09-27","","Wan Lei Street","環利街","G.N.6067","declaration_delete","2019-09-27|GN6067|2","street deletion notice — may not be original naming year"
"review","2019","2019-09-27","","Wan Shun Street","環順街","G.N.6067","declaration_delete","2019-09-27|GN6067|3","street deletion notice — may not be original naming year"
"review","2021","2021-09-24","","Cheong Lin Path","暢連徑","G.N.6002","declaration_delete","2021-09-24|GN6002|0","street deletion notice — may not be original naming year"
